id,value,feed_id,created_at,lat,lon,ele
0FVCW8S4CBKQWEMVZG3YQ8XAG2,11,3047082,2025-03-31 11:54:59 UTC,,,
0FVCW8TNDBT1X53J2D55WA69RM,17,3047082,2025-03-31 11:55:04 UTC,,,
0FVCW8W6DQ4EFE8X735Q95KN8B,13,3047082,2025-03-31 11:55:09 UTC,,,
0FVCW8XQWCKE8VYBZY1KN8SX7B,17,3047082,2025-03-31 11:55:14 UTC,,,
0FVCW8Z8ET2X65CG4G5NXH93YK,12,3047082,2025-03-31 11:55:19 UTC,,,
0FVCW90SKX8RD6RABC2KPE8NGM,14,3047082,2025-03-31 11:55:24 UTC,,,
0FVCW92AKWTN0N65SQEHKR6JVA,16,3047082,2025-03-31 11:55:29 UTC,,,
0FVCW93VP87JG8JDKGZ8VVQVYK,12,3047082,2025-03-31 11:55:34 UTC,,,
0FVCW95CHV05FSJJQ0AF50RPNG,19,3047082,2025-03-31 11:55:39 UTC,,,
0FVCW96XKYP4C7FXSB1PWWPFQP,20,3047082,2025-03-31 11:55:44 UTC,,,
0FVCW98ENYW5GT9ATH2VJX7WFD,12,3047082,2025-03-31 11:55:49 UTC,,,
0FVCW99ZKSA5C2K24011C69AA5,18,3047082,2025-03-31 11:55:54 UTC,,,
0FVCW9BGN3WJMNEC9J1BS9E93M,11,3047082,2025-03-31 11:55:59 UTC,,,
0FVCW9D1MEKCWSKGRCMNV4F4EW,14,3047082,2025-03-31 11:56:04 UTC,,,
0FVCW9EJN5RF6EP25EDJ6CWHT5,19,3047082,2025-03-31 11:56:09 UTC,,,
0FVCWB6FWKRWENEQ5RV7XSMFEC,11,3047082,2025-03-31 11:59:12 UTC,,,
0FVCWB80WDV2BX4MM3XVEZQBZQ,10,3047082,2025-03-31 11:59:17 UTC,,,
0FVCWB9HXQHDAZ117AA9A3ZW87,10,3047082,2025-03-31 11:59:22 UTC,,,
0FVCWBB2XTQS2W0HKT6224K5MP,20,3047082,2025-03-31 11:59:27 UTC,,,
0FVCWBCKZR2Q9V1PHBVA35VKHZ,17,3047082,2025-03-31 11:59:32 UTC,,,
0FVCWBE4ZM29WTKDH41SZK1ETS,20,3047082,2025-03-31 11:59:37 UTC,,,
0FVCWBFP13QTY1SXP5VT88K8KR,17,3047082,2025-03-31 11:59:42 UTC,,,
0FVCWBH72K5V41ZZ0K53QAH0TE,16,3047082,2025-03-31 11:59:47 UTC,,,
0FVCWBJR5T8RPHCBHKPRREG54G,20,3047082,2025-03-31 11:59:52 UTC,,,
0FVCWBM96QHDH9ZYFWQPCZEQKG,16,3047082,2025-03-31 11:59:57 UTC,,,
0FVCWBNT53ZQ3SSX7XYT8KHD4J,14,3047082,2025-03-31 12:00:02 UTC,,,
0FVCWBQBEFC6R6EHJ08PZBRA43,10,3047082,2025-03-31 12:00:07 UTC,,,
0FVCWBRW7WGAWYT1Q08VGG5272,15,3047082,2025-03-31 12:00:12 UTC,,,
0FVCWBTD7E4F6PVHRP79TKPP52,11,3047082,2025-03-31 12:00:17 UTC,,,
0FVCWBVYF4KHPKQYZE8G6VTYBP,17,3047082,2025-03-31 12:00:22 UTC,,,
0FVCWBXF6XE73BAXAV5SD06JGX,17,3047082,2025-03-31 12:00:27 UTC,,,
0FVCWBZ072YXPG77X7MYQHNCAG,11,3047082,2025-03-31 12:00:32 UTC,,,
0FVCWC0H9QAKRPCFTG9H9TJG5Y,17,3047082,2025-03-31 12:00:37 UTC,,,
0FVCWC227CZVGW6NKG9Q141QWD,20,3047082,2025-03-31 12:00:42 UTC,,,
0FVCWC3KBRARHDHYTHHRDTEF7D,18,3047082,2025-03-31 12:00:47 UTC,,,
0FVCWC54B0FKJMT3V4GMGAW0P2,15,3047082,2025-03-31 12:00:52 UTC,,,
0FVCWC6ND2M1E9FS1W61ZGC22H,11,3047082,2025-03-31 12:00:58 UTC,,,
0FVCWC86BH4E6A9NY1ZKQX3QAP,20,3047082,2025-03-31 12:01:03 UTC,,,
0FVCWC9Q9S0YEWZ1NSZMNQSD7F,17,3047082,2025-03-31 12:01:08 UTC,,,
0FVCWCB8D51APWXT5D31BVNQNP,16,3047082,2025-03-31 12:01:13 UTC,,,
0FVCWCCSC75H1BVZ17PVHN3D8F,12,3047082,2025-03-31 12:01:18 UTC,,,
0FVCWCEADASDV0YVAAND2B4KP7,11,3047082,2025-03-31 12:01:23 UTC,,,
0FVCWCFVDGGAZKEYNN4R6RW3PR,15,3047082,2025-03-31 12:01:28 UTC,,,
0FVCWCHCT66SYYCTDWMQNXWC4Y,17,3047082,2025-03-31 12:01:33 UTC,,,
0FVCWCJY32EH9N9DRH9RVVMFEA,18,3047082,2025-03-31 12:01:38 UTC,,,
0FVCWCMEFS5NMHWQPJ91T4YDKR,17,3047082,2025-03-31 12:01:43 UTC,,,
0FVCWCNZGA3MXQS4B74800VD71,17,3047082,2025-03-31 12:01:48 UTC,,,
0FVCWCQGHPFWRXZWPAKP5J38CE,16,3047082,2025-03-31 12:01:53 UTC,,,
0FVCWCS1FFRXTAJ0WK7XBN6WT8,18,3047082,2025-03-31 12:01:58 UTC,,,
0FVCWCTJSWD9SW7BNJGRDMYEJX,13,3047082,2025-03-31 12:02:03 UTC,,,
0FVCWCW3FHCBN39K0HXZ0NHEND,11,3047082,2025-03-31 12:02:08 UTC,,,
0FVCWCXMHAYAP4P23NN0NC7B4Y,17,3047082,2025-03-31 12:02:13 UTC,,,
0FVCWCZ5EBWNE4VA5C62W8B2B8,18,3047082,2025-03-31 12:02:18 UTC,,,
0FVCWD0PFSST6RNSVQ01BV22GD,10,3047082,2025-03-31 12:02:23 UTC,,,
0FVCWD27FCMWX4WCQZYXNPE01T,19,3047082,2025-03-31 12:02:28 UTC,,,
0FVCWD3RH99YMCAWWV4Q3GDQ1C,14,3047082,2025-03-31 12:02:33 UTC,,,
0FVCWD59HCJFACPKHS2KCTHXRW,15,3047082,2025-03-31 12:02:38 UTC,,,
0FVCWD6TM9PC70AJZKT095KFE6,11,3047082,2025-03-31 12:02:43 UTC,,,
0FVCWD8BH6PBBZGTZC49R2E12A,16,3047082,2025-03-31 12:02:48 UTC,,,
0FVCWD9WTE2AB5TRR37F3NWNC3,19,3047082,2025-03-31 12:02:53 UTC,,,
0FVCWDBDNDEBCRTWFHC8Z9D3KY,20,3047082,2025-03-31 12:02:58 UTC,,,
0FVCWDCYND7QJS5A9W6BPAAZTP,17,3047082,2025-03-31 12:03:03 UTC,,,
0FVCWDEFNVD9G99TP64JWQE7C7,13,3047082,2025-03-31 12:03:08 UTC,,,
0FVCWDG0YBZ8R5Q86SGJ9JEPH0,17,3047082,2025-03-31 12:03:13 UTC,,,
0FVCWDHHPHD2PNSA3V4F2VH5MV,16,3047082,2025-03-31 12:03:18 UTC,,,
0FVCWDK2RG4BYYG4R5VZQEYZXQ,11,3047082,2025-03-31 12:03:23 UTC,,,
0FVCWDMKSAW26S1H4T1GAQRBJ9,13,3047082,2025-03-31 12:03:28 UTC,,,
0FVCWDP4V4SXESHYBT69EYNW30,16,3047082,2025-03-31 12:03:33 UTC,,,
0FVCWDQNWCXHM6ZHSBAN8DCJE2,12,3047082,2025-03-31 12:03:38 UTC,,,
0FVCWDS6V99NDNV5V4S16CPVD5,14,3047082,2025-03-31 12:03:43 UTC,,,
0FVCWDTQVF1ZM8EEGY3EQK8601,12,3047082,2025-03-31 12:03:48 UTC,,,
0FVCWDW8VG5D3APHFNE066GEWE,10,3047082,2025-03-31 12:03:53 UTC,,,
0FVCWDXTK8QCYKZSDQFK50YCT5,20,3047082,2025-03-31 12:03:58 UTC,,,
0FVCWDZAVS0FCRDXFHPVM2S40R,14,3047082,2025-03-31 12:04:03 UTC,,,
0FVCWE0VVZV6HQSD2T9BHXQKSN,14,3047082,2025-03-31 12:04:08 UTC,,,
0FVCWE2DHJQ8PXPC5J74FR2AX4,17,3047082,2025-03-31 12:04:13 UTC,,,
0FVCWE3XXY2WFJ2DTCZG0F9JE1,16,3047082,2025-03-31 12:04:18 UTC,,,
0FVCWE5F2NTSF3MNM33T5D5VWK,19,3047082,2025-03-31 12:04:23 UTC,,,
0FVCWE6ZX9GDABNZX8Z3HDD8FQ,14,3047082,2025-03-31 12:04:28 UTC,,,
0FVCWE8GXMQSSZ05ATJWVKSMY4,12,3047082,2025-03-31 12:04:33 UTC,,,
0FVCWEA20SX3QZWTBXZGEY0PCH,11,3047082,2025-03-31 12:04:38 UTC,,,
0FVCWEBJYCHC1REKD1H72GB8PN,11,3047082,2025-03-31 12:04:43 UTC,,,
0FVCWED3Y45PGZ9GR0QFDDFV9D,17,3047082,2025-03-31 12:04:48 UTC,,,
0FVCWEEMX120B21RYRBWPPJ6JM,17,3047082,2025-03-31 12:04:53 UTC,,,
0FVCWEG5YKKVS28K5PRXY9E0WG,20,3047082,2025-03-31 12:04:58 UTC,,,
0FVCWEHPXZSZFPB4E229EQJPAG,19,3047082,2025-03-31 12:05:03 UTC,,,
0FVCWEK7X5SX0EAXDZZ1ZPS093,20,3047082,2025-03-31 12:05:08 UTC,,,
0FVCWEMS4JV2BWYFD5SB67KP6Z,16,3047082,2025-03-31 12:05:13 UTC,,,
0FVCWEP9YZXPVH1XB6VF37AYFT,18,3047082,2025-03-31 12:05:18 UTC,,,
0FVCWEQTWKYA45WMH9ZG3PV1F5,12,3047082,2025-03-31 12:05:23 UTC,,,
0FVCWESBWRY55MMWKQXRMDG6FS,15,3047082,2025-03-31 12:05:29 UTC,,,
0FVCWETWYJXMKE6HAW81XYD975,12,3047082,2025-03-31 12:05:34 UTC,,,
0FVCWEWE0BNJCFQD81ERQMHTE8,19,3047082,2025-03-31 12:05:39 UTC,,,
0FVCWEXZ0P71ZDPQ4DVT1EZBPH,14,3047082,2025-03-31 12:05:44 UTC,,,
0FVCWEZFYK0608JXYTGP4HQ5VX,14,3047082,2025-03-31 12:05:49 UTC,,,
0FVCWF1122EZD59G5JNWD3DGKE,18,3047082,2025-03-31 12:05:54 UTC,,,
0FVCWF2J33C2N15V81ECY9PNCD,10,3047082,2025-03-31 12:05:59 UTC,,,
0FVCWF432H5E41BQPXZ9QXM2Z8,16,3047082,2025-03-31 12:06:04 UTC,,,
0FVCWF5M4BZGE7KK4YX1DDWQ5W,19,3047082,2025-03-31 12:06:09 UTC,,,
0FVCWF7551Z1CN1W5KNZSEBYV2,12,3047082,2025-03-31 12:06:14 UTC,,,
0FVCWF8P94R0JAMD656SW6Z8K6,18,3047082,2025-03-31 12:06:19 UTC,,,
0FVCWFA7J11HDEZJ335PJV02YN,20,3047082,2025-03-31 12:06:24 UTC,,,
0FVCWFBRB1GC05D3W1N191KJT5,17,3047082,2025-03-31 12:06:29 UTC,,,
0FVCWFDA7B4SD9YK95Z0NKTG0H,12,3047082,2025-03-31 12:06:34 UTC,,,
0FVCWFETB38A23590PWJ1JZ9QZ,18,3047082,2025-03-31 12:06:39 UTC,,,
0FVCWFGBG15V781P9X67XZJT9D,19,3047082,2025-03-31 12:06:44 UTC,,,
0FVCWFHW8QV33XEMA5KKW8C9K2,12,3047082,2025-03-31 12:06:49 UTC,,,
0FVCWFKDANQ3EG9W6FX0C49HZS,17,3047082,2025-03-31 12:06:54 UTC,,,
0FVCWFMY7R19EN3X3N1K3WNN5Z,10,3047082,2025-03-31 12:06:59 UTC,,,
0FVCWFPF90TN8TYB0SR0A62B35,20,3047082,2025-03-31 12:07:04 UTC,,,
0FVCWFR0B8GWCQ2J47CFBKB2TR,13,3047082,2025-03-31 12:07:09 UTC,,,
0FVCWFSHJVQFMFP62S9VV81PVE,14,3047082,2025-03-31 12:07:14 UTC,,,
0FVCWFV2A5STD5BV4MMZPS4TAY,11,3047082,2025-03-31 12:07:19 UTC,,,
0FVCWFWKARDHJYV9P4KQ900XNF,18,3047082,2025-03-31 12:07:24 UTC,,,
0FVCWKZDMV29MWFQ714EBPPR7V,14,3047082,2025-03-31 12:14:33 UTC,,,
0FVCWM0YPWP5Y5P7FQGZ0G4CPZ,15,3047082,2025-03-31 12:14:38 UTC,,,
0FVCWM2FRJYJQ8PXJEHYPE82WM,10,3047082,2025-03-31 12:14:43 UTC,,,
0FVCWM40KCQFBDYGBFF90KPAZP,19,3047082,2025-03-31 12:14:48 UTC,,,
0FVCWM5HN7MCRGBZCSZVFHF4J2,12,3047082,2025-03-31 12:14:53 UTC,,,
0FVCWM72WFF5MFWMCMHC7VFBMJ,11,3047082,2025-03-31 12:14:58 UTC,,,
0FVCWM8N56QTV90CA8HANT47HE,20,3047082,2025-03-31 12:15:03 UTC,,,
0FVCWMA4V9X011VJ6C8KPFGNT6,15,3047082,2025-03-31 12:15:08 UTC,,,
0FVCWMBNTH898SFWR6SNGB1HNP,17,3047082,2025-03-31 12:15:13 UTC,,,
0FVCWMD6VN6MZY81X4MN2ER4S1,16,3047082,2025-03-31 12:15:18 UTC,,,
0FVCWMEQY7CQ9ZZ1N09A06KY0N,10,3047082,2025-03-31 12:15:23 UTC,,,
0FVCWMG904E6JS1FNBGNAGAVWP,13,3047082,2025-03-31 12:15:28 UTC,,,
0FVCWMHT05KA7D4P62EG5PBQMW,17,3047082,2025-03-31 12:15:33 UTC,,,
0FVCWMKAYQ8AYXQDYA15FVESX8,18,3047082,2025-03-31 12:15:38 UTC,,,
0FVCWMMW08N2PEZY73S4J96VVH,18,3047082,2025-03-31 12:15:43 UTC,,,
0FVCWMPCZSQNR1VCGXTQF0X0RY,16,3047082,2025-03-31 12:15:48 UTC,,,
0FVCWMQY3WFF27H7NT10DZW2VA,17,3047082,2025-03-31 12:15:53 UTC,,,
0FVCWMSF1FZE7Z6XJMCW482TXX,14,3047082,2025-03-31 12:15:58 UTC,,,
0FVCWMV02D3FK6N7G5ZPVG053N,17,3047082,2025-03-31 12:16:03 UTC,,,
0FVCWMWH0YZEVR2MMQWAAZ5JGK,18,3047082,2025-03-31 12:16:08 UTC,,,
0FVCWMY22GRG97SHCBTJQ1GHGK,10,3047082,2025-03-31 12:16:13 UTC,,,
0FVCWMZK4HV131TG5VV5SJ8131,14,3047082,2025-03-31 12:16:18 UTC,,,
0FVCWN14WFP3V1HJD74VJ05XMH,18,3047082,2025-03-31 12:16:23 UTC,,,
0FVCWN2N68DS4G2PYKW8KDGHX6,11,3047082,2025-03-31 12:16:28 UTC,,,
0FVCWN467WRJN5HCT4S25F5YCB,14,3047082,2025-03-31 12:16:33 UTC,,,
0FVCWN5Q7E7JHDP3GHMVGHHD6V,17,3047082,2025-03-31 12:16:38 UTC,,,
0FVCWN789KXFBNBBFWN55XMWSD,15,3047082,2025-03-31 12:16:43 UTC,,,
0FVCWN8S9H3JSF6KNX5G44XZFX,16,3047082,2025-03-31 12:16:48 UTC,,,
0FVCWNAA8DGBX471AK1H31XPTX,19,3047082,2025-03-31 12:16:53 UTC,,,
0FVCWNBVBHM4H37HZF3N1EQ28F,19,3047082,2025-03-31 12:16:58 UTC,,,
0FVCWNDCB903PJXFBNX614WB23,18,3047082,2025-03-31 12:17:03 UTC,,,
0FVCWNEX9CDZQYC97GRXQ9QA2H,11,3047082,2025-03-31 12:17:08 UTC,,,
0FVCWNGEDPR2DG45A9CBGMW6E1,14,3047082,2025-03-31 12:17:13 UTC,,,
0FVCWNHZ98ZH15HXD68DJ565YT,10,3047082,2025-03-31 12:17:18 UTC,,,
0FVCWNKGAKPFJ5JPMX9G1WE6VY,16,3047082,2025-03-31 12:17:23 UTC,,,
0FVCWNN1DDCCCJ3APXY4948Y5H,18,3047082,2025-03-31 12:17:28 UTC,,,
0FVCWNPJEABY09ZJXEV29CSHVB,15,3047082,2025-03-31 12:17:33 UTC,,,
0FVCWNR3DTTBGPEV7ZC9BVWN0B,12,3047082,2025-03-31 12:17:38 UTC,,,
0FVCWNSMD18W5PEGT90NG3V7MZ,13,3047082,2025-03-31 12:17:43 UTC,,,
0FVCWNV5CXPM39Z0M7E8H4R8XZ,12,3047082,2025-03-31 12:17:48 UTC,,,
0FVCWNWPD70Q1KBAHEDHMWPATN,19,3047082,2025-03-31 12:17:53 UTC,,,
0FVCWNY7PBKJJPR0N9PGE68QRE,18,3047082,2025-03-31 12:17:58 UTC,,,
0FVCWNZRGT3GMG5SWFA1VAP9HJ,14,3047082,2025-03-31 12:18:03 UTC,,,
0FVCWP19R60QNB6QN7X5K4N6FE,13,3047082,2025-03-31 12:18:08 UTC,,,
0FVCWP2THJDBT33SCT51X96FC4,14,3047082,2025-03-31 12:18:13 UTC,,,
0FVCWP4BN2FJ693MH4F7M4DBGK,15,3047082,2025-03-31 12:18:19 UTC,,,
0FVCWP5WMWR634TE0SG5XN98DZ,17,3047082,2025-03-31 12:18:24 UTC,,,
0FVCWP7DMH5S7S2FQKVNDS20EJ,14,3047082,2025-03-31 12:18:29 UTC,,,
0FVCWP8YKAYT5AF2NBBAAY8FJT,13,3047082,2025-03-31 12:18:34 UTC,,,
0FVCWPAFMVGPHP44XM6NY6TMCE,14,3047082,2025-03-31 12:18:39 UTC,,,
0FVCWPC0KY4Q9R2CM67BZAJWSQ,20,3047082,2025-03-31 12:18:44 UTC,,,
0FVCWPDHPJK3J889M4K1DYZEED,15,3047082,2025-03-31 12:18:49 UTC,,,
0FVCWPF2VP3XSCY14JSX3AKJAT,15,3047082,2025-03-31 12:18:54 UTC,,,
0FVCWPGKGZVJZR1ZW8WY4QS080,11,3047082,2025-03-31 12:18:59 UTC,,,
0FVCWPJ4GTKKP7A1ZH15M940ZQ,15,3047082,2025-03-31 12:19:04 UTC,,,
0FVCWPKNH05WQGHF9KNCK6R59A,11,3047082,2025-03-31 12:19:09 UTC,,,
0FVCWPN6MF5CQCRSS4WTWWGZNF,15,3047082,2025-03-31 12:19:14 UTC,,,
0FVCWPPQFN4VJPJM0H3PV7AQDR,15,3047082,2025-03-31 12:19:19 UTC,,,
0FVCX83WPK9SAMPCC6HKM16DPA,11,3047082,2025-03-31 12:49:44 UTC,,,
0FVCX85DN61TM62812ZMQ6XDRV,18,3047082,2025-03-31 12:49:49 UTC,,,
0FVCX86YN5BNG2ZQZZ051FMFVA,17,3047082,2025-03-31 12:49:54 UTC,,,
0FVCX88FRFGXWQFP41YECRAJM7,20,3047082,2025-03-31 12:49:59 UTC,,,
0FVCX8A0S98DPG80BS56B9YEXP,16,3047082,2025-03-31 12:50:05 UTC,,,
0FVCX8BHS8SJCACG936N4J0978,13,3047082,2025-03-31 12:50:10 UTC,,,
0FVCX8D2QWQWYX0F2WF3K3228H,19,3047082,2025-03-31 12:50:15 UTC,,,
0FVCX8EKSJG811VKYYM9JYXSRC,11,3047082,2025-03-31 12:50:20 UTC,,,
0FVCX8G556JF6A3EDRYVJH3TAF,10,3047082,2025-03-31 12:50:25 UTC,,,
0FVCX8HNW011XW07PSCKRMHXZC,17,3047082,2025-03-31 12:50:30 UTC,,,
0FVCX8K6W9N7T41M0W7C1M2GB0,20,3047082,2025-03-31 12:50:35 UTC,,,
0FVCX8MQX24EEAGGZGDABEYCS2,17,3047082,2025-03-31 12:50:40 UTC,,,
0FVCX8P8XFP3NT4FFJBMC0W24A,20,3047082,2025-03-31 12:50:45 UTC,,,
0FVCX8QSW3G8NCNA5QDW70P6PB,15,3047082,2025-03-31 12:50:50 UTC,,,
0FVCX8SAW35VVZSEJZK8D76SM6,18,3047082,2025-03-31 12:50:55 UTC,,,
0FVCX8TWD40GBQ34FJNPJZJHRG,15,3047082,2025-03-31 12:51:00 UTC,,,
0FVCX8WCYSTCSSM7WZE4CS9F26,12,3047082,2025-03-31 12:51:05 UTC,,,
0FVCX8XXZZKCQREY907BH3VH56,10,3047082,2025-03-31 12:51:10 UTC,,,
0FVCX8ZF4D385BJC6HRA8AK9SB,19,3047082,2025-03-31 12:51:15 UTC,,,
0FVCX9102FA45M2JJDVHJWTPAX,18,3047082,2025-03-31 12:51:20 UTC,,,
0FVCX92H46G42JD04441ED8MAP,16,3047082,2025-03-31 12:51:25 UTC,,,
0FVCX94282GBD0TFBKS94V5BJ2,11,3047082,2025-03-31 12:51:30 UTC,,,
0FVCX95K7K2FPAF3F2TA8F0CQB,19,3047082,2025-03-31 12:51:35 UTC,,,
0FVCX976SAVMGC9YFH3HEHEPSP,15,3047082,2025-03-31 12:51:40 UTC,,,
0FVCX98NA0ECNSWNAMR7WYX8MR,14,3047082,2025-03-31 12:51:45 UTC,,,
0FVCX9A6BF1ZN0KDNPSMQM6PPP,14,3047082,2025-03-31 12:51:50 UTC,,,
0FVCX9BQC5F14YF9JW30W4D6AT,11,3047082,2025-03-31 12:51:55 UTC,,,
0FVCX9D959F11BE96KY0DF02B7,20,3047082,2025-03-31 12:52:00 UTC,,,
0FVCX9ESBNJ5H8MXDZPMXV1AND,19,3047082,2025-03-31 12:52:05 UTC,,,
0FVCX9GADGCRFV0FJBTB1K8GTD,13,3047082,2025-03-31 12:52:10 UTC,,,
0FVCX9HVFS6CTFJH6REDGRW41J,18,3047082,2025-03-31 12:52:15 UTC,,,
0FVCX9KCPDPKJJYNGZVQHCT8WK,14,3047082,2025-03-31 12:52:20 UTC,,,
0FVCX9MXJKE16EBV34YMEVMMPM,16,3047082,2025-03-31 12:52:25 UTC,,,
0FVCX9PEJJ5NTVQTZGHRTTGPZV,15,3047082,2025-03-31 12:52:30 UTC,,,
0FVCX9QZGDZR342H77DK7YB6WH,17,3047082,2025-03-31 12:52:35 UTC,,,
0FVCX9SJXCFXWRQ3QWZH5N69CW,18,3047082,2025-03-31 12:52:40 UTC,,,
0FVCX9V1K9NRQ4ZA9Y1SPSVF9G,15,3047082,2025-03-31 12:52:45 UTC,,,
0FVCX9WJFVVVATF8ZPC0GFPVSZ,11,3047082,2025-03-31 12:52:50 UTC,,,
0FVCX9Y3FJY7V0NV8P899GXMGB,19,3047082,2025-03-31 12:52:55 UTC,,,
0FVCX9ZMFYT1MHFGKX7JNA63VD,13,3047082,2025-03-31 12:53:00 UTC,,,
0FVCXA15FJPYRTK42VGF3R5HNT,18,3047082,2025-03-31 12:53:05 UTC,,,
0FVCXA2PCPRHSE9R7E32S27B5A,20,3047082,2025-03-31 12:53:10 UTC,,,
0FVCXA47FX2NAE6482EGZBRDA6,20,3047082,2025-03-31 12:53:15 UTC,,,
0FVCXA5RGB52GEC9SJ05F6GT93,11,3047082,2025-03-31 12:53:20 UTC,,,
0FVCXA79EX7DDBP4PS9FGRGVZ4,20,3047082,2025-03-31 12:53:25 UTC,,,
0FVCXA9417Q5F8P5JXS9V02R08,19,3047082,2025-03-31 12:53:31 UTC,,,
0FVCXAACAK9F6S49CQE05K4RBK,13,3047082,2025-03-31 12:53:35 UTC,,,
0FVCXABZ4A1FRBW5S14FQ6GXH6,18,3047082,2025-03-31 12:53:41 UTC,,,
0FVCXADDKHKWZBVVRZ7XWNVN83,17,3047082,2025-03-31 12:53:45 UTC,,,
0FVCXBE7BT61AP26CKGB0F78XD,19,3047082,2025-03-31 12:55:33 UTC,,,
0FVCXBFRA43NR2E80SN8BT26AB,16,3047082,2025-03-31 12:55:38 UTC,,,
0FVCXBH99RGMACB3PKDEMSNY1Q,12,3047082,2025-03-31 12:55:43 UTC,,,
0FVCXBJTT6J48QMX5691RK0WTE,15,3047082,2025-03-31 12:55:48 UTC,,,
0FVCXBMBAEH5YV8S38XVREVR4Y,11,3047082,2025-03-31 12:55:53 UTC,,,
0FVCXBNWAAKFHZW83BWFK6HQQP,11,3047082,2025-03-31 12:55:58 UTC,,,
0FVCXBQDHF5WYBGQ1EB9XSCXKZ,17,3047082,2025-03-31 12:56:03 UTC,,,
0FVCXBRY9YDHGYR5KTW4A4N8HB,11,3047082,2025-03-31 12:56:08 UTC,,,
0FVCXBTFAE1Y5G2R76ANJS0R9W,15,3047082,2025-03-31 12:56:13 UTC,,,
0FVCXBW099DJQF3YXN1F15FBR1,20,3047082,2025-03-31 12:56:18 UTC,,,
0FVCXBXH55E85902812GDG50WK,15,3047082,2025-03-31 12:56:23 UTC,,,
0FVCXBZ276YM3G6CPF5VGB6QRP,12,3047082,2025-03-31 12:56:28 UTC,,,
0FVCXC0K62W906GWWW9QED4F5R,17,3047082,2025-03-31 12:56:33 UTC,,,
0FVCXC244JAT3TQ0ZKVAGJ4R2P,15,3047082,2025-03-31 12:56:38 UTC,,,
0FVCXC40R9T4XEQXPQHB9V1G6S,20,3047082,2025-03-31 12:56:44 UTC,,,
0FVCXC567JFDNRBD72WW4AT6T7,17,3047082,2025-03-31 12:56:48 UTC,,,
0FVCXC6Q4MT1HRH3AXPG1S00MK,20,3047082,2025-03-31 12:56:53 UTC,,,
0FVCXC886MJYRG2BGKJ9BRKNCZ,20,3047082,2025-03-31 12:56:58 UTC,,,
0FVCXC9S7TNTBDKQ1MCJWP10CT,15,3047082,2025-03-31 12:57:03 UTC,,,
0FVCXCBAF85S972DADS46WJ4BT,18,3047082,2025-03-31 12:57:08 UTC,,,
0FVCXCCVAB2YK8R2VD3K7ZD2K1,15,3047082,2025-03-31 12:57:13 UTC,,,
0FVCXCEC4GVFEY1E2DJ18C09A2,17,3047082,2025-03-31 12:57:18 UTC,,,
0FVCXCFX5FHJEFJTS1CZKEW72S,15,3047082,2025-03-31 12:57:23 UTC,,,
0FVCXCHE8RAB32V46HH48A7Y6F,20,3047082,2025-03-31 12:57:28 UTC,,,
0FVCXCJZB321AHF0MA4FKAW3R8,13,3047082,2025-03-31 12:57:33 UTC,,,
0FVCXCMG8ZAGN18SCT0EE2ZGZK,19,3047082,2025-03-31 12:57:38 UTC,,,
0FVCXCP1D2B98794HZ1R172MFF,18,3047082,2025-03-31 12:57:43 UTC,,,
0FVCXCQJ7PA082Y17XST90ZED4,12,3047082,2025-03-31 12:57:48 UTC,,,
0FVCXCS37R52670C8HFTPCM0W3,10,3047082,2025-03-31 12:57:53 UTC,,,
0FVCXCTMCV3HN11JKKHP1NA84R,12,3047082,2025-03-31 12:57:58 UTC,,,
0FVCXCW6ZBSYX8W4HY6F6DJMXJ,18,3047082,2025-03-31 12:58:04 UTC,,,
0FVCXCXPAFGW62EKKK1ZTCWCY0,13,3047082,2025-03-31 12:58:08 UTC,,,
0FVCXCZ7A2TGP85D9NJWZVMMC3,18,3047082,2025-03-31 12:58:13 UTC,,,
0FVCXD0R8B4WA1SM5DWR0Z4TM4,19,3047082,2025-03-31 12:58:18 UTC,,,
0FVCXD29CQ653W7Y9J0NPYBZTT,16,3047082,2025-03-31 12:58:23 UTC,,,
0FVCXD3TC9WEEWKKRJNGMAWPT4,12,3047082,2025-03-31 12:58:28 UTC,,,
0FVCXD5BMTNAWNMW5HG8XVX4EV,18,3047082,2025-03-31 12:58:34 UTC,,,
0FVCXD6WBQSVZ5Z38923V9JA83,10,3047082,2025-03-31 12:58:39 UTC,,,
0FVCXD8DFC1TY64BB3B8GNJ82R,16,3047082,2025-03-31 12:58:44 UTC,,,
0FVCXD9YDA0TMXH4BRR7KFATXQ,17,3047082,2025-03-31 12:58:49 UTC,,,
0FVCXDBFEQ5HS1ZT2623WZ88E3,17,3047082,2025-03-31 12:58:54 UTC,,,
0FVCXDD0GDJ364S6TBW9318YYN,19,3047082,2025-03-31 12:58:59 UTC,,,
0FVCXDEHFRWYCF7PBWWDTCMC24,17,3047082,2025-03-31 12:59:04 UTC,,,
0FVCXDG2ESTKS1XRCTCAVKBDTQ,17,3047082,2025-03-31 12:59:09 UTC,,,
0FVCXDHKP4MK9SEBKCD1A4DWT4,10,3047082,2025-03-31 12:59:14 UTC,,,
0FVCXDK4DJ3MV4DQGPTCSQ2527,12,3047082,2025-03-31 12:59:19 UTC,,,
0FVCXDMNP94ZPQVNYVMHM0FK3H,17,3047082,2025-03-31 12:59:24 UTC,,,
0FVCXDP6D4ZZCW1BD4TM9G27GJ,16,3047082,2025-03-31 12:59:29 UTC,,,
